locus_tag,log2FoldChange,start,end,gene_length,padj,COG_category,Preferred_name,PFAMs
OOFNCCCI_01853,-0.593540716,2422424,2423791,1367,0.036397611,H,hemN,"HemN_C,Radical_SAM"
OOFNCCCI_01854,-0.311180632,2423793,2425166,1373,0.227886916,H,hemG,Amino_oxidase
OOFNCCCI_01855,0.293200537,2425202,2425600,398,0.896149744,S,NA,DUF2007
OOFNCCCI_01856,0.019386159,2425614,2425796,182,0.998255748,NA,NA,NA
OOFNCCCI_01857,-0.393323692,2425959,2427293,1334,0.115375005,E,gdhA,"ELFV_dehydrog,ELFV_dehydrog_N"
OOFNCCCI_01858,-0.355478249,2427393,2429249,1856,0.136537852,S,NA,Glyco_hydro_127
OOFNCCCI_01859,-0.35861911,2429536,2430720,1184,0.200427306,J,rlmI,Methyltrans_SAM
OOFNCCCI_01860,0.355506404,2430723,2431307,584,0.742967438,L,rnd,DNA_pol_A_exo1
OOFNCCCI_01861,0.1894465,2431304,2431849,545,0.662456318,S,NA,DUF5063
OOFNCCCI_01862,0.445945193,2432228,2432827,599,0.124799898,L,NA,NA
OOFNCCCI_01863,0.943555137,2432829,2433221,392,0.058460162,K,NA,NA
OOFNCCCI_01864,0.733167958,2433452,2434039,587,0.036460581,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01865,0.675181471,2434127,2435302,1175,0.04348468,PT,NA,"DUF4974,FecR"
OOFNCCCI_01866,0.09889366,2435450,2438887,3437,0.769863057,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_01868,0.550515,2438993,2440750,1757,0.013714223,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_01869,-0.063210045,2440778,2443927,3149,0.855496706,P,NA,"Plug,TonB_dep_Rec"
OOFNCCCI_01870,0.214059272,2443941,2445761,1820,0.473904397,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_01871,0.466832722,2445788,2446759,971,0.072798552,S,NA,DUF1735
OOFNCCCI_01872,0.132592703,2446804,2449194,2390,0.629543398,S,NA,Glyco_hydro_88
OOFNCCCI_01873,0.53448734,2449370,2449921,551,0.16490355,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01874,0.33225827,2449998,2450981,983,0.275421611,PT,NA,"DUF4974,FecR"
OOFNCCCI_01875,-0.085954724,2451126,2454578,3452,0.769470209,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_01876,0.401162096,2454596,2456077,1481,0.046386731,M,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_01877,0.086873879,2456262,2458769,2507,0.790802819,G,NA,Glyco_hydro_43
OOFNCCCI_01878,-0.207147443,2458804,2460897,2093,0.500899517,G,NA,"Glyco_hydro_42,Glyco_hydro_42C,Glyco_hydro_42M"
OOFNCCCI_01879,-0.348871665,2461104,2463620,2516,0.059286228,D,ftsK,"FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma"
OOFNCCCI_01880,-0.043172333,2463645,2464319,674,0.965932336,M,lolA,"LolA,LolA_2"
OOFNCCCI_01881,-0.131269748,2464374,2465327,953,0.728812754,C,trxB,Pyr_redox_2
OOFNCCCI_01882,-0.053960852,2465370,2466848,1478,0.891128403,S,yngK,GHL10
OOFNCCCI_01883,-0.299824163,2466896,2467333,437,0.579905751,NA,NA,NA
OOFNCCCI_01884,-0.303021614,2467652,2469862,2210,0.140497727,P,NA,"CarbopepD_reg_2,HMA,Plug,TonB_dep_Rec"
OOFNCCCI_01885,-0.308374282,2469900,2470232,332,0.66637901,P,NA,HMA
OOFNCCCI_01886,0.115217928,2470420,2470947,527,0.818168106,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01887,-0.357205002,2470957,2472213,1256,0.364965202,S,NA,OMP_b-brl_2
OOFNCCCI_01888,0.664337488,2472256,2473023,767,0.047720983,NA,NA,NA
OOFNCCCI_01889,-0.092166334,2473095,2473754,659,0.893267955,S,NA,SUFU
OOFNCCCI_01890,-0.225067175,2473810,2474109,299,0.512002505,O,NA,Thioredoxin
OOFNCCCI_01891,0.22973824,2474709,2475002,293,0.819872026,P,NA,"CarbopepD_reg_2,CarboxypepD_reg,OMP_b-brl_3,Plug"
OOFNCCCI_01892,0.324756166,2475043,2475795,752,0.447892032,K,NA,"Acetyltransf_1,YoaP"
OOFNCCCI_01893,-0.157777642,2475910,2477988,2078,0.546861138,S,NA,NA
OOFNCCCI_01894,0.405906445,2478016,2479053,1037,0.188790546,S,NA,NA
OOFNCCCI_01895,-7.068313815,2479235,2479310,75,0.132374312,NA,NA,NA
OOFNCCCI_01897,-0.195881527,2479483,2480226,743,0.733596643,E,hisH,GATase
OOFNCCCI_01898,0.026972117,2480233,2480952,719,0.979453754,E,hisA,His_biosynth
OOFNCCCI_01899,-0.764217998,2480973,2481728,755,0.242769949,E,hisF,His_biosynth
OOFNCCCI_01900,-0.179158522,2481742,2482338,596,0.835689775,E,hisI,"PRA-CH,PRA-PH"
OOFNCCCI_01901,-0.739115236,2482345,2483022,677,0.176520537,D,ftsE,ABC_tran
OOFNCCCI_01902,-0.33473956,2483089,2484405,1316,0.188114498,E,lysC,AA_kinase
OOFNCCCI_01903,-0.301688436,2484467,2485624,1157,0.250440584,E,lysA,"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
OOFNCCCI_01904,-0.071150997,2485777,2486541,764,0.902870306,NA,NA,NA
OOFNCCCI_01905,0.456159458,2486600,2487166,566,0.676098776,S,NA,DUF1282
OOFNCCCI_01906,-1.501109391,2487180,2487641,461,0.578870904,O,smpB,SmpB
OOFNCCCI_01907,-0.439291933,2487687,2491379,3692,0.012827836,E,metH,"B12-binding,B12-binding_2,Met_synt_B12,Pterin_bind,S-methyl_trans"
OOFNCCCI_01908,-0.058701411,2491699,2492124,425,0.892751656,L,NA,Y1_Tnp
OOFNCCCI_01909,-0.039407421,2492985,2493737,752,0.889704775,S,NA,"DUF4469,HU-DNA_bdg"
OOFNCCCI_01910,-0.480285708,2493892,2495706,1814,0.031143634,S,NA,Fimbrillin_C
OOFNCCCI_01911,-1.324921035,2495719,2496735,1016,0.000157099,S,NA,Mfa2
OOFNCCCI_01912,-0.424735384,2496760,2497911,1151,0.388654851,NA,NA,NA
OOFNCCCI_01913,-0.626074125,2497920,2499137,1217,0.057504436,NA,NA,NA
OOFNCCCI_01914,-0.412420213,2499159,2502467,3308,0.13243938,S,NA,DUF4906
OOFNCCCI_01915,-0.059215743,2502547,2504622,2075,0.866785184,T,NA,"HATPase_c,HisKA"
OOFNCCCI_01916,0.256625047,2504615,2505022,407,0.930167925,S,vapC,PIN
OOFNCCCI_01917,1.983690796,2505022,2505285,263,0.378906591,NA,NA,NA
OOFNCCCI_01918,0.061730095,2505377,2506513,1136,0.885697419,S,NA,DUF3810
OOFNCCCI_01919,0.004358092,2506621,2508063,1442,0.990594979,CO,NA,"DUF4369,Redoxin,Thioredoxin_8"
OOFNCCCI_01920,0.21629455,2508097,2508687,590,0.71503814,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01921,-0.449538492,2508817,2509833,1016,0.086273978,PT,NA,"DUF4974,FecR"
OOFNCCCI_01922,-0.296639911,2510067,2513363,3296,0.167239466,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_01923,-0.300142402,2513378,2515069,1691,0.182175403,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_01924,-0.048197013,2515171,2516613,1442,0.906214553,G,xynD_2,"CBM_6,Glyco_hydro_43"
OOFNCCCI_01925,0.127293372,2516777,2517382,605,0.750930608,L,NA,Bac_DNA_binding
OOFNCCCI_01926,-0.749731711,2517636,2517920,284,0.210392802,NA,NA,"PriCT_2,Prim-Pol,RepB_primase,VirE,VirE_N"
OOFNCCCI_01927,0.041398872,2518306,2519199,893,0.912082793,S,NA,HEPN
OOFNCCCI_01928,1.665671121,2519410,2519568,158,0.001729964,NA,NA,NA
OOFNCCCI_01929,-0.394781829,2519690,2519983,293,0.562777906,S,NA,NTP_transf_2
OOFNCCCI_01930,-0.398198402,2520147,2523575,3428,0.087158382,J,ileS,"Anticodon_1,tRNA-synt_1"
OOFNCCCI_01931,-3.048823989,2523694,2524074,380,0.00901729,T,yocK,zf-dskA_traR
OOFNCCCI_01932,0.219746053,2524075,2524701,626,0.80533307,MU,lspA,Peptidase_A8
OOFNCCCI_01933,-0.568462046,2524702,2525511,809,0.395913256,S,NA,DUF4296
OOFNCCCI_01935,0.10081547,2525775,2526542,767,0.785916209,J,aviRb,"SpoU_methylase,SpoU_sub_bind"
OOFNCCCI_01936,0.19579787,2526981,2527577,596,0.824513297,M,NA,DUF3575
OOFNCCCI_01937,-0.039063894,2527591,2529021,1430,0.923943055,M,NA,DUF3868
OOFNCCCI_01938,-0.517805742,2529045,2531012,1967,0.039653901,S,NA,Fimbrillin_C
OOFNCCCI_01939,-0.708113811,2531032,2532054,1022,0.042027642,S,NA,Mfa2
OOFNCCCI_01940,0.159980762,2532051,2533412,1361,0.53049056,NA,NA,NA
OOFNCCCI_01941,0.165024927,2533573,2539065,5492,0.570074175,NA,NA,NA
OOFNCCCI_01942,0.198958974,2539235,2541586,2351,0.3866037,M,NA,"Bac_surface_Ag,POTRA"
OOFNCCCI_01944,-0.811199784,2541775,2542656,881,0.08460656,S,NA,"Arylsulfotrans,Glyco_hydro_88,PQQ_2"
OOFNCCCI_01945,-0.098022566,2542670,2543341,671,0.831811354,P,NA,"Big_5,CBM_3,Cytochrom_C,PKD"
OOFNCCCI_01946,-0.862755295,2543521,2544471,950,0.015111264,P,NA,"Big_5,CBM_3,Cytochrom_C,PKD"
OOFNCCCI_01947,-0.222062644,2544471,2546960,2489,0.296338894,U,NA,NA
OOFNCCCI_01948,-1.005345858,2547118,2547813,695,0.113752924,F,deoC,DeoC
OOFNCCCI_01949,-0.890141195,2547826,2548872,1046,0.121909388,E,NA,"ADH_N,ADH_zinc_N"
OOFNCCCI_01950,-0.237711007,2548881,2550404,1523,0.44126844,G,xylB,"FGGY_C,FGGY_N"
OOFNCCCI_01951,-1.31112262,2550421,2550900,479,0.626443856,NA,NA,NA
OOFNCCCI_01952,-0.37640478,2550897,2551280,383,0.938430848,NA,NA,NA
OOFNCCCI_01953,-0.658467608,2551302,2552351,1049,0.108822983,G,NA,SGL
OOFNCCCI_01954,-0.05596975,2552547,2554193,1646,0.839639016,G,NA,Bac_rhamnosid6H
OOFNCCCI_01955,-0.151747798,2554409,2554951,542,0.852742595,G,NA,Glyco_hydro_106
OOFNCCCI_01956,-0.827992195,2554917,2555594,677,0.060115422,G,NA,Glyco_hydro_106
OOFNCCCI_01957,0.590299224,2555839,2556114,275,0.108073719,L,NA,Bac_DNA_binding
OOFNCCCI_01958,-0.257144931,2556604,2556753,149,0.576241629,NA,NA,NA
OOFNCCCI_01959,-0.513494926,2556849,2558333,1484,0.112779551,MU,NA,OEP
OOFNCCCI_01960,-0.180570668,2558377,2559225,848,0.72924154,T,NA,"HTH_8,Response_reg,Sigma54_activat"
OOFNCCCI_01961,0.238866087,2559252,2559755,503,0.77261429,T,NA,"HTH_8,Response_reg,Sigma54_activat"
OOFNCCCI_01962,-0.078191948,2559767,2561068,1301,0.85003501,T,NA,"HATPase_c,PAS,PAS_8"
OOFNCCCI_01963,-0.340682925,2561134,2562372,1238,0.235498825,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_01964,0.497279641,2562679,2563461,782,0.075390643,M,NA,DUF3575
OOFNCCCI_01965,-0.20585551,2563475,2565085,1610,0.603634545,M,NA,"DUF3868,OmpA,TPR_8"
OOFNCCCI_01966,0.173917671,2565078,2566037,959,0.788982902,S,NA,Mfa2
OOFNCCCI_01967,-0.078409494,2566205,2567053,848,0.882535258,S,NA,KilA-N
OOFNCCCI_01968,0.000413964,2567213,2570011,2798,0.998255748,NA,NA,NA
OOFNCCCI_01969,-0.49509814,2570037,2571920,1883,0.042800739,NA,NA,NA
OOFNCCCI_01970,1.939809432,2571920,2572243,323,0.760361421,L,NA,Bac_DNA_binding
OOFNCCCI_01971,0.399520655,2572230,2575166,2936,0.189748405,NA,NA,P_gingi_FimA
OOFNCCCI_01972,0.047960432,2575192,2575965,773,0.925946136,S,NA,"DUF4469,HU-DNA_bdg"
OOFNCCCI_01973,0.651837433,2576152,2577468,1316,0.00096789,S,NA,"AAA-ATPase_like,PDDEXK_9"
OOFNCCCI_01974,-0.04789423,2577485,2578372,887,0.941321121,S,NA,PQQ_2
OOFNCCCI_01975,-0.015219592,2578369,2581695,3326,0.964984675,S,NA,FGE-sulfatase
OOFNCCCI_01976,-0.165218473,2581860,2582762,902,0.731570515,K,NA,"AraC_binding,HTH_18,HTH_AraC"
OOFNCCCI_01977,-0.16425212,2582839,2585256,2417,0.53906745,NA,NA,NA
OOFNCCCI_01978,-0.129224679,2585269,2588070,2801,0.728442159,G,NA,"Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N"
OOFNCCCI_01979,0.145146949,2588351,2589448,1097,0.534557264,S,mdsC,APH
OOFNCCCI_01980,-0.156137915,2589628,2589882,254,0.954909782,J,rpmE2,Ribosomal_L31
OOFNCCCI_01981,0.416237946,2589950,2591101,1151,0.060854643,G,fba,F_bP_aldolase
OOFNCCCI_01982,0.677407604,2591263,2591805,542,0.105912465,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01983,-0.047531385,2591886,2593844,1958,0.880179441,P,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_01984,0.074135043,2593874,2597071,3197,0.836062715,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_01985,1.20883143,2597072,2598337,1265,7.52E-09,PT,NA,"DUF4974,FecR"
OOFNCCCI_01986,1.016474163,2598448,2598672,224,0.221307759,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_01987,-0.051867026,2598836,2600239,1403,0.867852723,EGP,NA,"MFS_1,Sugar_tr"
OOFNCCCI_01988,-0.387790063,2600251,2602224,1973,0.04673379,E,NA,NA
OOFNCCCI_01989,0.62226902,2602369,2602989,620,0.093309744,S,NA,DUF4923
OOFNCCCI_01990,0.17090764,2603040,2603711,671,0.620082429,S,NA,NA
OOFNCCCI_01991,-0.052631887,2604386,2606368,1982,0.886608561,L,uvrD2,"HRDC,HTH_40,Herpes_Helicase,PIF1,UvrD_C_2"
OOFNCCCI_01993,-0.26233588,2606619,2608217,1598,0.272573458,P,NA,"Asp-Al_Ex,TrkA_C"
OOFNCCCI_01994,0.116547348,2608274,2609092,818,0.823201675,J,truA,PseudoU_synth_1
OOFNCCCI_01995,0.022758611,2609098,2609994,896,0.966287878,EG,NA,EamA
OOFNCCCI_01996,0.185009818,2610005,2610637,632,0.679612495,S,NA,DUF3256
OOFNCCCI_01997,0.032660061,2610768,2611310,542,0.968673755,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_01998,0.044075924,2611452,2612426,974,0.912082793,PT,NA,"DUF4974,FecR"
OOFNCCCI_01999,0.124425044,2612600,2616091,3491,0.66592772,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_02000,-0.165280828,2616106,2617806,1700,0.581264366,S,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_02001,0.041472636,2617842,2619944,2102,0.89377267,S,NA,DUF2961
OOFNCCCI_02002,0.272333002,2619956,2620504,548,0.709557412,NA,NA,RbsD_FucU
OOFNCCCI_02003,0.143633476,2620615,2621064,449,0.791181896,S,NA,PepSY_like
OOFNCCCI_02004,-1.154345335,2621188,2622033,845,0.002754933,S,NA,PepSY_like
OOFNCCCI_02005,-0.232190785,2622058,2622498,440,0.95574728,S,NA,PepSY_like
OOFNCCCI_02006,-0.033170032,2622565,2623833,1268,0.929792955,T,qseC,"HATPase_c,HisKA"
OOFNCCCI_02007,-0.690312327,2623838,2624518,680,0.475845918,T,NA,"Response_reg,Trans_reg_C"
OOFNCCCI_02008,-1.487976178,2624616,2625125,509,0.073694097,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_02009,0.224822252,2625122,2625649,527,0.829140497,C,NA,NA
OOFNCCCI_02010,-0.00510695,2625663,2626136,473,0.998255748,NA,NA,NA
OOFNCCCI_02011,-0.210769863,2626157,2627044,887,0.543491066,NA,NA,OMP_b-brl_2
OOFNCCCI_02012,0.01231951,2627353,2627748,395,0.982890048,S,NA,DUF1232
OOFNCCCI_02013,0.456246777,2627870,2628553,683,0.534318177,H,bioD,AAA_26
OOFNCCCI_02014,-1.292614312,2628557,2629318,761,0.025241118,H,bioC,"Methyltransf_11,Methyltransf_23"
OOFNCCCI_02015,-1.486370066,2629294,2629953,659,0.001114302,S,NA,DUF452
OOFNCCCI_02016,-1.136519913,2629950,2631089,1139,1.27E-09,E,bioF,Aminotran_1_2
OOFNCCCI_02017,-1.273810555,2631093,2632370,1277,4.63E-10,H,bioA,Aminotran_3
OOFNCCCI_02018,-1.284822225,2632384,2633364,980,4.36E-08,H,bioB,"BATS,Radical_SAM"
OOFNCCCI_02019,-3.399750183,2633377,2633781,404,0.000272237,NA,NA,NA
OOFNCCCI_02020,-1.217981737,2633795,2635456,1661,7.54E-10,E,NA,PTR2
OOFNCCCI_02021,-1.199207385,2635476,2636543,1067,4.94E-13,S,NA,DUF4831
OOFNCCCI_02022,-0.214683249,2636814,2637242,428,0.461350606,S,NA,DUF3244
OOFNCCCI_02023,0.341702812,2637296,2638897,1601,0.085848216,S,NA,"TPR_12,TPR_8"
OOFNCCCI_02024,-0.17502554,2639207,2640718,1511,0.469313748,H,nnrD,"Carb_kinase,YjeF_N"
OOFNCCCI_02025,-0.71224537,2640819,2642141,1322,0.012809337,T,NA,HATPase_c
OOFNCCCI_02026,-0.37524441,2642138,2643505,1367,0.248206322,T,NA,"HTH_8,Response_reg,Sigma54_activat"
OOFNCCCI_02027,-0.084326352,2644032,2646419,2387,0.804627403,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_02028,-0.127278486,2646442,2648850,2408,0.667476164,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_02029,-0.440902552,2648878,2649552,674,0.502735601,V,NA,ABC_tran
OOFNCCCI_02030,-0.490033434,2649571,2650215,644,0.601726337,NA,NA,Zeta_toxin
OOFNCCCI_02031,-0.85449214,2650223,2650495,272,0.327435174,NA,NA,NA
OOFNCCCI_02032,-0.963460076,2650704,2651246,542,0.003731677,F,hpt,Pribosyltran
OOFNCCCI_02033,0.114418783,2651311,2651880,569,0.88090285,F,adk,"ADK,Pribosyltran"
OOFNCCCI_02034,-4.744867254,2651961,2652146,185,NA,S,obg,"GTP1_OBG,MMR_HSR1"
OOFNCCCI_02035,-0.236814799,2652164,2653117,953,0.683930783,S,obg,"GTP1_OBG,MMR_HSR1"
OOFNCCCI_02036,-0.042153248,2653062,2653886,824,0.959112778,S,NA,Cu-oxidase_4
OOFNCCCI_02037,0.95195441,2653893,2654582,689,0.000326057,S,NA,B3_4
OOFNCCCI_02038,-0.60058299,2654712,2654912,200,0.470454672,S,NA,DUF2582
OOFNCCCI_02039,0.467238352,2655061,2655354,293,0.588726053,S,NA,NA
OOFNCCCI_02040,-6.664672035,2655360,2655656,296,0.081648294,D,NA,ZapA
OOFNCCCI_02041,-0.088331333,2655762,2657300,1538,0.796023948,S,rny,"DUF3552,HD,KH_1"
OOFNCCCI_02042,-0.484279278,2657562,2658089,527,0.329091142,S,NA,DUF1097
OOFNCCCI_02043,-0.487371309,2658099,2659862,1763,0.050830029,M,ltaS2,Sulfatase
OOFNCCCI_02044,-0.452017489,2659998,2661707,1709,0.056752478,S,NA,"ABC_tran,ABC_tran_Xtn"
OOFNCCCI_02045,-1.051718809,2661737,2662651,914,0.007643774,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_02046,-0.524493011,2662698,2663231,533,0.495740646,M,NA,"DUF3575,OmpA"
OOFNCCCI_02047,-0.153358648,2663244,2663699,455,0.781072401,NA,NA,"Acetyltransf_6,Glycos_transf_2,Response_reg,TPR_16,TPR_19"
OOFNCCCI_02048,-0.827129737,2664100,2664369,269,0.017889107,L,NA,Bac_DNA_binding
OOFNCCCI_02049,-0.36290463,2664538,2666061,1523,0.165549818,F,purH,"AICARFT_IMPCHas,MGS"
OOFNCCCI_02050,-0.370170915,2666153,2667172,1019,0.291595839,D,mreB,MreB_Mbl
OOFNCCCI_02051,-0.076004349,2667286,2668140,854,0.895802587,M,mreC,MreC
OOFNCCCI_02052,-1.278343289,2668133,2668648,515,0.346531544,S,mreD,NA
OOFNCCCI_02053,-0.979644528,2668638,2670524,1886,0.016502364,M,mrdA,"PBP_dimer,Transpeptidase"
OOFNCCCI_02054,0.088297667,2670469,2671950,1481,0.844917235,D,rodA,FTSW_RODA_SPOVE
OOFNCCCI_02055,-0.081352928,2671951,2672463,512,0.976810451,S,gldH,GldH_lipo
OOFNCCCI_02056,0.206164828,2672402,2673838,1436,0.494558984,S,yaaT,PSP1
OOFNCCCI_02057,-0.063385552,2674060,2675247,1187,0.863492242,E,bioF,Aminotran_1_2
OOFNCCCI_02058,-0.746905506,2675446,2676417,971,0.012439546,I,NA,DAGK_cat
OOFNCCCI_02059,-0.82451502,2676402,2677118,716,0.085561585,J,smtA,MTS
OOFNCCCI_02060,-0.156513989,2677226,2679685,2459,0.616121061,O,lon,"AAA,LON_substr_bdg,Lon_C"
OOFNCCCI_02061,-0.308887402,2679867,2680316,449,0.499661683,S,NA,NA
OOFNCCCI_02062,-1.178633955,2680416,2680988,572,0.040814564,H,coaE,CoaE
OOFNCCCI_02063,-0.294368695,2680981,2681991,1010,0.441186808,S,NA,YbbR
OOFNCCCI_02064,-1.611541985,2682005,2682316,311,0.546861138,U,yajC,YajC
OOFNCCCI_02065,-0.410878437,2682379,2683305,926,0.17140588,K,nusB,NusB
OOFNCCCI_02066,1.194329783,2683530,2683892,362,0.00158686,S,NA,DUF3276
OOFNCCCI_02067,-0.3420334,2683997,2684167,170,0.942609862,C,NA,Fer4
OOFNCCCI_02068,-0.341133318,2684279,2684980,701,0.566721651,S,porT,OMP_b-brl_2
OOFNCCCI_02069,-1.00685029,2684967,2685800,833,0.011879656,S,cdsA,CTP_transf_1
OOFNCCCI_02070,-0.216396573,2685936,2687981,2045,0.488226625,O,ftsH,"AAA,FtsH_ext,Peptidase_M41"
OOFNCCCI_02071,-1.14224213,2688028,2688387,359,0.007032782,J,rsfS,RsfS
OOFNCCCI_02072,-8.470959827,2688612,2688683,71,0.107868118,NA,NA,NA
OOFNCCCI_02073,-0.416546712,2688728,2689636,908,0.242562122,L,NA,"HA,ResIII"
OOFNCCCI_02074,0.267852711,2689991,2690317,326,0.523159479,S,NA,Peptidase_M15_3
OOFNCCCI_02075,-0.604256973,2690391,2691884,1493,0.005117544,F,NA,"CBS,IMPDH"
OOFNCCCI_02077,-1.16794996,2692063,2692770,707,0.001651925,S,NA,Pirin
OOFNCCCI_02078,0.023119558,2692853,2694139,1286,0.95282073,S,NA,"M64_N,Peptidase_M64"
OOFNCCCI_02079,-0.042403805,2694516,2696369,1853,0.918701988,T,NA,"GAF,HATPase_c,HisKA,PAS_3,PAS_4,PAS_9,Response_reg"
OOFNCCCI_02080,-0.247641321,2696353,2700297,3944,0.31983022,T,NA,"HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y"
OOFNCCCI_02081,-0.097166651,2700477,2702288,1811,0.680894604,G,NA,"Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N"
OOFNCCCI_02082,0.197763394,2702419,2703018,599,0.745553192,S,NA,DUF4290
OOFNCCCI_02083,-0.441033348,2703015,2704319,1304,0.153706176,M,murA,EPSP_synthase
OOFNCCCI_02084,-0.199350346,2704331,2704852,521,0.855417589,J,rimM,"PRC,RimM"
OOFNCCCI_02085,-0.092080322,2704924,2705796,872,0.930033042,M,nlpD_1,Peptidase_M23
OOFNCCCI_02086,-1.174440852,2705801,2706967,1166,0.000500135,I,dxr,"DXPR_C,DXP_redisom_C,DXP_reductoisom"
OOFNCCCI_02087,-0.278016033,2707023,2708354,1331,0.293551847,M,rseP,"PDZ,PDZ_2,Peptidase_M50"
OOFNCCCI_02088,-0.345192616,2708554,2708946,392,0.488503222,L,NA,Bac_DNA_binding
OOFNCCCI_02089,-0.39170594,2709038,2709757,719,0.322193083,S,NA,"TPR_16,TPR_8"
OOFNCCCI_02090,-0.565307401,2709923,2711029,1106,0.005516736,C,ald,"AlaDh_PNT_C,AlaDh_PNT_N"
OOFNCCCI_02091,0.175502646,2711193,2711933,740,0.662996076,S,NA,Hexapep
OOFNCCCI_02092,-0.330517565,2711940,2713124,1184,0.480431615,G,glxK,Gly_kinase
OOFNCCCI_02094,-1.190460235,2713340,2713858,518,0.294440205,S,NA,DUF3990
OOFNCCCI_02096,-0.452727347,2714178,2717555,3377,0.061236859,U,secA,"Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW"
OOFNCCCI_02097,-0.585918218,2717728,2719317,1589,0.014870773,P,pafA,Phosphodiest
OOFNCCCI_02098,-0.208463782,2719351,2720541,1190,0.45394573,S,NA,DUF4105
OOFNCCCI_02099,-1.349261255,2720680,2720922,242,0.340150664,S,NA,Transgly_assoc
OOFNCCCI_02101,-0.130352168,2721182,2723569,2387,0.726599683,G,NA,Glyco_hyd_65N_2
OOFNCCCI_02102,0.367502966,2723735,2724400,665,0.441186808,F,coaX,Pan_kinase
OOFNCCCI_02103,0.101263249,2724387,2725670,1283,0.831659381,I,NA,Toluene_X
OOFNCCCI_02104,-0.323404701,2725701,2727065,1364,0.327435174,S,NA,TPR_8
OOFNCCCI_02105,-0.790350084,2727068,2727733,665,0.375592595,S,NA,LptC
OOFNCCCI_02106,-0.298656661,2727741,2728997,1256,0.381612993,S,tlyC,"CBS,CorC_HlyC,DUF21"
OOFNCCCI_02107,-0.141122131,2729095,2731230,2135,0.675846821,O,ppiD,"Rotamase_2,Rotamase_3,SurA_N_2"
OOFNCCCI_02108,-0.853029544,2731352,2732383,1031,0.000743068,J,rlmN,"Fer4_14,Radical_SAM"
OOFNCCCI_02109,-0.422851627,2732439,2733476,1037,0.450163213,L,NA,DUF4837
OOFNCCCI_02110,-0.159220741,2733490,2734605,1115,0.59886271,C,pdxA,PdxA
OOFNCCCI_02111,0.315274734,2734785,2735252,467,0.675846821,IM,aepX,"CTP_transf_like,PEP_mutase"
OOFNCCCI_02112,0.001997804,2735262,2735990,728,0.998255748,IQ,NA,"adh_short,adh_short_C2"
OOFNCCCI_02113,0.084134955,2735997,2736884,887,0.86357018,I,NA,"CDP-OH_P_transf,HAD_2"
OOFNCCCI_02114,0.017644136,2736894,2737721,827,0.981071292,I,NA,"Acetyltransf_5,Acyltransferase"
OOFNCCCI_02115,0.006313435,2737825,2739009,1184,0.990594979,K,fhlA,"HTH_8,Sigma54_activat"
OOFNCCCI_02116,-0.771944844,2739011,2739523,512,0.473101508,S,lptE,LptE
OOFNCCCI_02117,-0.264521542,2739527,2740294,767,0.656816048,S,NA,NA
OOFNCCCI_02118,0.283387622,2740302,2740682,380,0.565251275,U,secG,SecG
OOFNCCCI_02119,0.355518467,2741103,2741408,305,0.269220568,S,NA,DUF4491
OOFNCCCI_02121,-0.683257256,2741649,2743202,1553,0.006073906,S,NA,"PA,Peptidase_M28"
OOFNCCCI_02122,0.690914083,2743326,2743700,374,0.565117709,NA,NA,NA
OOFNCCCI_02123,-0.4655443,2743746,2744855,1109,0.27986168,M,NA,HlyD_D23
